img_path,t1,t2,t3,q1,q2,q3,q4,runtime
../../data/Cambridge/ShopFacade/seq1/frame00008.png,-2.2564421,-9.3144712,1.7396156,0.7291451,0.6466929,-0.1473626,0.1685820,0.02274799346923828
../../data/Cambridge/ShopFacade/seq1/frame00009.png,-2.3744960,-9.2022543,1.7496543,0.7215755,0.6325826,-0.1786878,0.2173447,0.022595643997192383
../../data/Cambridge/ShopFacade/seq1/frame00010.png,-3.2331424,-8.5811911,1.7362818,0.7049478,0.6283800,-0.2171869,0.2470162,0.0225677490234375
../../data/Cambridge/ShopFacade/seq1/frame00011.png,-3.9966307,-7.9394193,1.8059475,0.6985428,0.6312947,-0.2266671,0.2492527,0.02299666404724121
../../data/Cambridge/ShopFacade/seq1/frame00012.png,-4.4515038,-7.3076944,1.8228923,0.6732132,0.6211338,-0.2720803,0.2948713,0.022724390029907227
../../data/Cambridge/ShopFacade/seq1/frame00013.png,-5.0100818,-6.8530641,1.8496689,0.6611822,0.6174690,-0.2883483,0.3137281,0.023140668869018555
../../data/Cambridge/ShopFacade/seq1/frame00014.png,-5.9737239,-6.7873635,1.8012477,0.6590798,0.6138470,-0.3094630,0.3050215,0.023055315017700195
../../data/Cambridge/ShopFacade/seq1/frame00015.png,-6.5572000,-6.2767124,1.7652034,0.6547030,0.6072137,-0.3118533,0.3246584,0.023043155670166016
../../data/Cambridge/ShopFacade/seq1/frame00016.png,-6.9733114,-5.9753747,1.7938848,0.6536263,0.5968639,-0.3118428,0.3453696,0.022875070571899414
../../data/Cambridge/ShopFacade/seq1/frame00017.png,-7.7035775,-5.1490355,1.8191071,0.6505090,0.5931460,-0.3206408,0.3495788,0.023194551467895508
../../data/Cambridge/ShopFacade/seq1/frame00018.png,-8.6505766,-4.3827052,1.8695210,0.6379324,0.5863418,-0.3405400,0.3650727,0.023101329803466797
../../data/Cambridge/ShopFacade/seq1/frame00019.png,-9.4968500,-3.7728553,1.9177192,0.6267651,0.5801247,-0.3461270,0.3883514,0.023123741149902344
../../data/Cambridge/ShopFacade/seq1/frame00020.png,-9.7477503,-3.2119451,1.9303936,0.6210293,0.5691151,-0.3708100,0.3910634,0.02292776107788086
../../data/Cambridge/ShopFacade/seq1/frame00021.png,-9.9222546,-2.6211197,1.9308547,0.6022667,0.5599863,-0.3880283,0.4160820,0.023001432418823242
../../data/Cambridge/ShopFacade/seq1/frame00022.png,-10.8438368,-1.9985886,1.9469293,0.5890129,0.5354888,-0.4219622,0.4338933,0.02370166778564453
../../data/Cambridge/ShopFacade/seq1/frame00023.png,-10.5490675,-1.0872164,1.9086901,0.5780782,0.5322644,-0.4244358,0.4498606,0.022602081298828125
../../data/Cambridge/ShopFacade/seq1/frame00024.png,-10.7836609,-0.6809733,1.8963106,0.5703647,0.5226110,-0.4408193,0.4552364,0.022649288177490234
../../data/Cambridge/ShopFacade/seq1/frame00025.png,-10.7542219,0.3227671,1.8841909,0.5631260,0.5026891,-0.4621333,0.4654305,0.024145126342773438
../../data/Cambridge/ShopFacade/seq1/frame00026.png,-10.7394171,0.1780352,1.8729707,0.5632768,0.5004704,-0.4698303,0.4599000,0.030293941497802734
../../data/Cambridge/ShopFacade/seq1/frame00027.png,-11.1548166,0.8791773,1.9390221,0.5429544,0.4886190,-0.4747711,0.4909626,0.02697157859802246
../../data/Cambridge/ShopFacade/seq1/frame00028.png,-10.8174047,1.6137396,1.8606222,0.5305281,0.4771534,-0.5009045,0.4898563,0.02414417266845703
../../data/Cambridge/ShopFacade/seq1/frame00029.png,-11.3955355,2.2932734,1.8303922,0.5142416,0.4796065,-0.5004441,0.5050633,0.02313995361328125
../../data/Cambridge/ShopFacade/seq1/frame00030.png,-11.1804190,2.3388278,1.8592522,0.5011289,0.4753295,-0.5020315,0.5204766,0.02258610725402832
../../data/Cambridge/ShopFacade/seq1/frame00031.png,-11.1456089,2.4005296,1.8527684,0.5303264,0.4940616,-0.4763623,0.4977308,0.022687911987304688
../../data/Cambridge/ShopFacade/seq1/frame00032.png,-10.6596355,1.4361818,1.8527576,0.5528168,0.5234588,-0.4631475,0.4537389,0.022917985916137695
../../data/Cambridge/ShopFacade/seq1/frame00033.png,-10.2147226,1.1162895,1.8386691,0.5518647,0.5376744,-0.4524949,0.4489988,0.022653579711914062
../../data/Cambridge/ShopFacade/seq1/frame00034.png,-10.4675198,1.8930670,1.8772547,0.5550658,0.5273808,-0.4549380,0.4547561,0.022205591201782227
../../data/Cambridge/ShopFacade/seq1/frame00035.png,-10.3443155,1.2284502,1.8816041,0.5655383,0.5327845,-0.4532580,0.4368801,0.021830081939697266
../../data/Cambridge/ShopFacade/seq1/frame00036.png,-10.3897305,1.3095618,1.8629789,0.5558692,0.5338769,-0.4515301,0.4495615,0.021775245666503906
