,scene,split,seq,img_path,t1,t2,t3,q1,q2,q3,q4
267,KingsCollege1,train,seq6,KingsCollege/seq6/frame00189.png,-12.921225,-14.146816,1.718061,0.491462,0.487392,-0.428507,0.580772
268,KingsCollege1,train,seq6,KingsCollege/seq6/frame00190.png,-13.706178,-14.248732,1.670312,0.461699,0.488532,-0.421807,0.608482
269,KingsCollege1,train,seq6,KingsCollege/seq6/frame00191.png,-13.559698,-13.888823,1.754716,0.42558,0.454259,-0.470369,0.625527
270,KingsCollege1,train,seq6,KingsCollege/seq6/frame00192.png,-14.481129,-14.041364,1.565457,0.443735,0.446513,-0.458168,0.627541
271,KingsCollege1,train,seq6,KingsCollege/seq6/frame00193.png,-16.957965,-15.300623,1.598757,0.464843,0.410734,-0.461829,0.633981
272,KingsCollege1,train,seq6,KingsCollege/seq6/frame00194.png,-16.055964,-14.901784,1.508874,0.5117,0.444593,-0.463291,0.570843
273,KingsCollege1,train,seq6,KingsCollege/seq6/frame00195.png,-16.938912,-15.498199,1.516232,0.548667,0.483555,-0.456204,0.506969
274,KingsCollege1,train,seq6,KingsCollege/seq6/frame00196.png,-16.855293,-15.07774,1.200469,0.606726,0.486065,-0.438611,0.450827
275,KingsCollege1,train,seq6,KingsCollege/seq6/frame00197.png,-17.608227,-15.392054,1.527725,0.642543,0.532291,-0.374877,0.404068
276,KingsCollege1,train,seq6,KingsCollege/seq6/frame00198.png,-18.067392,-15.726026,1.860752,0.639947,0.566428,-0.357155,0.376919
277,KingsCollege1,train,seq6,KingsCollege/seq6/frame00199.png,-18.848355,-16.143456,1.722818,0.655722,0.560929,-0.341673,0.372353
278,KingsCollege1,train,seq6,KingsCollege/seq6/frame00200.png,-19.427381,-16.357507,1.753562,0.659458,0.573918,-0.331996,0.354277
279,KingsCollege1,train,seq6,KingsCollege/seq6/frame00201.png,-20.126316,-16.77665,1.734402,0.670525,0.573465,-0.327025,0.338511
280,KingsCollege1,train,seq6,KingsCollege/seq6/frame00202.png,-20.697401,-16.913992,1.651941,0.675382,0.571769,-0.332421,0.326244
281,KingsCollege1,train,seq6,KingsCollege/seq6/frame00203.png,-21.358287,-17.238125,1.778735,0.660912,0.574773,-0.347091,0.335201
282,KingsCollege1,train,seq6,KingsCollege/seq6/frame00204.png,-21.911645,-17.365223,1.894597,0.664139,0.573002,-0.337221,0.341863
283,KingsCollege1,train,seq6,KingsCollege/seq6/frame00205.png,-22.571821,-17.593976,1.838597,0.675822,0.5587,-0.321092,0.357798
284,KingsCollege1,train,seq6,KingsCollege/seq6/frame00206.png,-23.207703,-17.82777,1.859339,0.702605,0.538609,-0.310338,0.346318
285,KingsCollege1,train,seq6,KingsCollege/seq6/frame00207.png,-23.94979,-18.159679,1.784047,0.685018,0.508466,-0.355229,0.382132
286,KingsCollege1,train,seq6,KingsCollege/seq6/frame00208.png,-24.550686,-18.44912,1.613513,0.694454,0.513885,-0.3462,0.365789
287,KingsCollege1,train,seq6,KingsCollege/seq6/frame00209.png,-25.044777,-18.451408,1.683308,0.672215,0.520933,-0.333439,0.406909
288,KingsCollege1,train,seq6,KingsCollege/seq6/frame00210.png,-25.415883,-18.494852,1.666748,0.663592,0.521067,-0.348968,0.407868
289,KingsCollege1,train,seq6,KingsCollege/seq6/frame00211.png,-25.672075,-18.505615,1.900714,0.67053,0.540321,-0.34417,0.374152
290,KingsCollege1,train,seq6,KingsCollege/seq6/frame00212.png,-26.314372,-18.726309,1.470312,0.683787,0.547224,-0.339977,0.342633
291,KingsCollege1,train,seq6,KingsCollege/seq6/frame00213.png,-26.639231,-18.460133,1.636643,0.655177,0.554198,-0.330589,0.392833
292,KingsCollege1,train,seq6,KingsCollege/seq6/frame00214.png,-26.938298,-17.968007,1.878471,0.641543,0.536419,-0.340698,0.429654
293,KingsCollege1,train,seq6,KingsCollege/seq6/frame00215.png,-27.475587,-17.632546,1.945561,0.594305,0.505466,-0.378553,0.498
294,KingsCollege1,train,seq6,KingsCollege/seq6/frame00216.png,-27.593523,-16.974244,1.624144,0.627473,0.516729,-0.366223,0.452935
295,KingsCollege1,train,seq6,KingsCollege/seq6/frame00217.png,-28.195675,-16.806048,1.843294,0.597841,0.493926,-0.391358,0.495441
296,KingsCollege1,train,seq6,KingsCollege/seq6/frame00218.png,-28.582115,-16.143159,1.621385,0.584187,0.463046,-0.430244,0.509121
297,KingsCollege1,train,seq6,KingsCollege/seq6/frame00219.png,-29.008688,-15.810415,1.668557,0.575422,0.468362,-0.426972,0.516934
298,KingsCollege1,train,seq6,KingsCollege/seq6/frame00220.png,-29.191992,-14.991802,1.678723,0.578328,0.461311,-0.438007,0.510763
299,KingsCollege1,train,seq6,KingsCollege/seq6/frame00221.png,-29.688911,-14.495976,1.546536,0.60184,0.463257,-0.403209,0.510495
300,KingsCollege1,train,seq6,KingsCollege/seq6/frame00222.png,-30.18813,-13.834848,1.541455,0.623322,0.484559,-0.371142,0.488801
301,KingsCollege1,train,seq6,KingsCollege/seq6/frame00223.png,-30.209526,-13.123754,1.69827,0.622288,0.481816,-0.370598,0.493223
302,KingsCollege1,train,seq6,KingsCollege/seq6/frame00224.png,-31.010054,-12.82654,1.442248,0.612161,0.473809,-0.387696,0.500455
303,KingsCollege1,train,seq6,KingsCollege/seq6/frame00225.png,-31.189526,-12.220194,1.686882,0.629648,0.49075,-0.359428,0.483239
304,KingsCollege1,train,seq6,KingsCollege/seq6/frame00226.png,-32.007864,-11.96058,1.374805,0.649064,0.499165,-0.341089,0.461745
305,KingsCollege1,train,seq6,KingsCollege/seq6/frame00227.png,-32.49636,-11.460971,1.429999,0.686719,0.511404,-0.333396,0.394626
306,KingsCollege1,train,seq6,KingsCollege/seq6/frame00228.png,-33.120554,-11.114706,1.379869,0.690742,0.523484,-0.334989,0.369623
307,KingsCollege1,train,seq6,KingsCollege/seq6/frame00229.png,-33.706807,-10.851059,1.422453,0.7136,0.559317,-0.303188,0.293286
308,KingsCollege1,train,seq6,KingsCollege/seq6/frame00230.png,-34.367585,-10.856216,1.924051,0.609237,0.535984,-0.362247,0.458616
309,KingsCollege1,train,seq6,KingsCollege/seq6/frame00231.png,-34.67293,-11.089694,1.635433,0.574697,0.517968,-0.399567,0.491709
310,KingsCollege1,train,seq6,KingsCollege/seq6/frame00232.png,-35.235648,-11.480097,1.405999,0.555278,0.505771,-0.4065,0.520211
311,KingsCollege1,train,seq6,KingsCollege/seq6/frame00233.png,-35.58729,-11.793846,1.376272,0.600566,0.543879,-0.381481,0.444959
312,KingsCollege1,train,seq6,KingsCollege/seq6/frame00234.png,-36.185417,-12.295503,1.539543,0.588426,0.564554,-0.383209,0.433802
313,KingsCollege1,train,seq6,KingsCollege/seq6/frame00235.png,-36.511812,-12.595218,1.530413,0.603538,0.577035,-0.37172,0.405705
314,KingsCollege1,train,seq6,KingsCollege/seq6/frame00236.png,-36.93032,-13.143437,1.551814,0.591527,0.582903,-0.360059,0.425062
315,KingsCollege1,train,seq6,KingsCollege/seq6/frame00237.png,-37.248771,-13.79801,1.521085,0.586342,0.626113,-0.342244,0.383477
316,KingsCollege1,train,seq6,KingsCollege/seq6/frame00238.png,-37.446434,-14.228418,1.749266,0.571058,0.617329,-0.351684,0.411237
317,KingsCollege1,train,seq6,KingsCollege/seq6/frame00239.png,-37.603246,-14.688473,1.501947,0.602644,0.621391,-0.330968,0.375704
318,KingsCollege1,train,seq6,KingsCollege/seq6/frame00240.png,-37.889604,-15.12378,1.880684,0.615301,0.580589,-0.329951,0.418872
319,KingsCollege1,train,seq6,KingsCollege/seq6/frame00241.png,-38.114066,-15.79418,1.649453,0.60784,0.5701,-0.359226,0.420086
320,KingsCollege1,train,seq6,KingsCollege/seq6/frame00242.png,-37.922402,-16.045702,1.88927,0.599712,0.575754,-0.352317,0.429797
321,KingsCollege1,train,seq6,KingsCollege/seq6/frame00243.png,-38.018467,-16.699072,1.830796,0.590961,0.563437,-0.36803,0.444812
322,KingsCollege1,train,seq6,KingsCollege/seq6/frame00244.png,-38.08531,-17.365139,1.652416,0.586745,0.539439,-0.38957,0.461488
323,KingsCollege1,train,seq6,KingsCollege/seq6/frame00245.png,-38.172784,-17.851206,1.656291,0.579736,0.52792,-0.403258,0.471795
324,KingsCollege1,train,seq6,KingsCollege/seq6/frame00246.png,-38.173732,-18.05492,1.690098,0.597696,0.513809,-0.415833,0.453699
325,KingsCollege1,train,seq6,KingsCollege/seq6/frame00247.png,-38.093843,-18.490405,1.658598,0.589102,0.532526,-0.395146,0.461773
326,KingsCollege1,train,seq6,KingsCollege/seq6/frame00248.png,-37.599528,-18.529142,1.669084,0.595456,0.545422,-0.387419,0.444807
327,KingsCollege1,train,seq6,KingsCollege/seq6/frame00249.png,-37.430584,-18.590475,1.326289,0.614072,0.558852,-0.364455,0.42163
328,KingsCollege1,train,seq5,KingsCollege/seq5/frame00001.png,-32.431599,-9.378212,1.617272,0.618452,0.531532,-0.393222,0.424696
329,KingsCollege1,train,seq5,KingsCollege/seq5/frame00002.png,-32.418555,-9.335659,1.605774,0.621303,0.53011,-0.389303,0.425921
330,KingsCollege1,train,seq5,KingsCollege/seq5/frame00003.png,-32.461844,-9.369433,1.610632,0.624655,0.529909,-0.383798,0.426263
331,KingsCollege1,train,seq5,KingsCollege/seq5/frame00004.png,-32.084608,-9.487683,1.643,0.630334,0.532386,-0.377315,0.420569
332,KingsCollege1,train,seq5,KingsCollege/seq5/frame00005.png,-31.917605,-9.681694,1.621259,0.665884,0.538589,-0.335527,0.392354
333,KingsCollege1,train,seq5,KingsCollege/seq5/frame00006.png,-31.420525,-9.916031,1.642038,0.67017,0.561266,-0.300955,0.381156
334,KingsCollege1,train,seq5,KingsCollege/seq5/frame00007.png,-30.958595,-10.193196,1.591397,0.674416,0.555488,-0.309383,0.375337
335,KingsCollege1,train,seq5,KingsCollege/seq5/frame00008.png,-30.336849,-10.381604,1.597102,0.675845,0.574667,-0.298936,0.351608
336,KingsCollege1,train,seq5,KingsCollege/seq5/frame00009.png,-29.814942,-10.643817,1.772791,0.681776,0.578303,-0.287869,0.343334
337,KingsCollege1,train,seq5,KingsCollege/seq5/frame00010.png,-29.28188,-10.937582,1.649892,0.701313,0.567594,-0.270932,0.335548
338,KingsCollege1,train,seq5,KingsCollege/seq5/frame00011.png,-28.620575,-11.174936,1.740177,0.70985,0.556212,-0.27991,0.329228
339,KingsCollege1,train,seq5,KingsCollege/seq5/frame00012.png,-28.019675,-11.582,1.595193,0.718693,0.541193,-0.281344,0.333819
340,KingsCollege1,train,seq5,KingsCollege/seq5/frame00013.png,-27.407799,-11.639695,1.703779,0.723018,0.5413,-0.260651,0.341029
341,KingsCollege1,train,seq5,KingsCollege/seq5/frame00014.png,-26.861881,-12.12885,1.540729,0.721423,0.536118,-0.272762,0.343115
342,KingsCollege1,train,seq5,KingsCollege/seq5/frame00015.png,-26.200039,-12.302069,1.622317,0.701822,0.55036,-0.286171,0.350223
343,KingsCollege1,train,seq5,KingsCollege/seq5/frame00016.png,-25.622998,-12.510476,1.414174,0.684068,0.523941,-0.333569,0.382451
344,KingsCollege1,train,seq5,KingsCollege/seq5/frame00017.png,-24.749962,-12.548347,1.78736,0.65808,0.541373,-0.347216,0.391518
345,KingsCollege1,train,seq5,KingsCollege/seq5/frame00018.png,-24.170841,-12.852967,1.706317,0.650384,0.529045,-0.365042,0.404791
346,KingsCollege1,train,seq5,KingsCollege/seq5/frame00019.png,-23.533298,-12.943684,1.621544,0.660373,0.555976,-0.337175,0.375646
347,KingsCollege1,train,seq5,KingsCollege/seq5/frame00020.png,-22.924656,-13.168657,1.650749,0.668112,0.543458,-0.344379,0.373743
348,KingsCollege1,train,seq5,KingsCollege/seq5/frame00021.png,-22.292061,-13.450201,1.62898,0.664572,0.555774,-0.352609,0.353732
349,KingsCollege1,train,seq5,KingsCollege/seq5/frame00022.png,-21.530384,-13.387504,1.657536,0.677033,0.544815,-0.341458,0.358064
350,KingsCollege1,train,seq5,KingsCollege/seq5/frame00023.png,-20.978041,-13.770907,1.551387,0.685018,0.536805,-0.32879,0.366726
351,KingsCollege1,train,seq5,KingsCollege/seq5/frame00024.png,-20.145589,-13.768396,1.776714,0.67179,0.539814,-0.344273,0.372525
352,KingsCollege1,train,seq5,KingsCollege/seq5/frame00025.png,-19.631376,-14.042427,1.567721,0.687178,0.504002,-0.334433,0.402397
353,KingsCollege1,train,seq5,KingsCollege/seq5/frame00026.png,-18.960281,-14.12762,1.66277,0.674752,0.515291,-0.334144,0.409309
354,KingsCollege1,train,seq5,KingsCollege/seq5/frame00027.png,-18.38899,-14.436435,1.566606,0.684473,0.508558,-0.350681,0.387154
355,KingsCollege1,train,seq5,KingsCollege/seq5/frame00028.png,-17.677477,-14.406362,1.725059,0.685883,0.531513,-0.326605,0.374684
356,KingsCollege1,train,seq5,KingsCollege/seq5/frame00029.png,-17.059479,-14.641047,1.641699,0.689658,0.525285,-0.34229,0.362333
357,KingsCollege1,train,seq5,KingsCollege/seq5/frame00030.png,-16.295818,-14.696043,1.731524,0.684831,0.547437,-0.339747,0.340427
358,KingsCollege1,train,seq5,KingsCollege/seq5/frame00031.png,-15.683928,-14.952949,1.714304,0.685251,0.526134,-0.349182,0.362887
359,KingsCollege1,train,seq5,KingsCollege/seq5/frame00032.png,-15.161946,-15.253101,1.534413,0.690275,0.533677,-0.337521,0.353255
360,KingsCollege1,train,seq5,KingsCollege/seq5/frame00033.png,-14.317092,-15.181312,1.78125,0.675718,0.535926,-0.353283,0.362463
361,KingsCollege1,train,seq5,KingsCollege/seq5/frame00034.png,-13.79101,-15.532349,1.476774,0.687157,0.536348,-0.342839,0.350153
362,KingsCollege1,train,seq5,KingsCollege/seq5/frame00035.png,-13.054837,-15.517165,1.641673,0.682538,0.549905,-0.335676,0.345062
363,KingsCollege1,train,seq5,KingsCollege/seq5/frame00036.png,-12.454306,-15.774905,1.55401,0.684568,0.533417,-0.349761,0.352845
364,KingsCollege1,train,seq5,KingsCollege/seq5/frame00037.png,-11.650603,-15.700681,1.635304,0.69574,0.539732,-0.330674,0.339543
365,KingsCollege1,train,seq5,KingsCollege/seq5/frame00038.png,-11.103722,-15.829265,1.584035,0.710415,0.535419,-0.325246,0.320706
366,KingsCollege1,train,seq5,KingsCollege/seq5/frame00039.png,-10.188354,-15.7384,1.592648,0.707249,0.563999,-0.301654,0.301179
367,KingsCollege1,train,seq5,KingsCollege/seq5/frame00040.png,-9.680859,-15.868849,1.489317,0.717596,0.558863,-0.287736,0.299892
368,KingsCollege1,train,seq5,KingsCollege/seq5/frame00041.png,-8.984208,-15.908769,1.749833,0.735163,0.577873,-0.246086,0.255031
369,KingsCollege1,train,seq5,KingsCollege/seq5/frame00042.png,-8.226417,-15.873887,1.755669,0.7148,0.584479,-0.276706,0.266233
370,KingsCollege1,train,seq5,KingsCollege/seq5/frame00043.png,-7.632534,-15.950283,1.737462,0.709125,0.590148,-0.266723,0.278795
371,KingsCollege1,train,seq5,KingsCollege/seq5/frame00044.png,-6.908325,-16.202335,1.706182,0.710567,0.570102,-0.292245,0.290982
372,KingsCollege1,train,seq5,KingsCollege/seq5/frame00045.png,-6.305593,-16.398888,1.700782,0.725187,0.577208,-0.272458,0.258266
373,KingsCollege1,train,seq5,KingsCollege/seq5/frame00046.png,-5.659688,-16.603896,1.676086,0.719735,0.584851,-0.265183,0.263836
374,KingsCollege1,train,seq5,KingsCollege/seq5/frame00047.png,-4.977077,-16.983049,1.632868,0.732021,0.583607,-0.243761,0.253239
375,KingsCollege1,train,seq5,KingsCollege/seq5/frame00048.png,-4.368604,-17.019578,1.721466,0.735617,0.592412,-0.226656,0.237786
376,KingsCollege1,train,seq5,KingsCollege/seq5/frame00049.png,-3.68692,-17.345556,1.6155,0.736622,0.59349,-0.233319,0.225212
377,KingsCollege1,train,seq5,KingsCollege/seq5/frame00050.png,-2.986605,-17.434099,1.712096,0.7361,0.599762,-0.217317,0.226311
378,KingsCollege1,train,seq5,KingsCollege/seq5/frame00051.png,-2.401395,-17.802801,1.602212,0.748724,0.5899,-0.214634,0.212985
379,KingsCollege1,train,seq5,KingsCollege/seq5/frame00052.png,-1.767046,-17.863152,1.615679,0.735419,0.618186,-0.213402,0.177384
380,KingsCollege1,train,seq5,KingsCollege/seq5/frame00053.png,-1.05271,-17.918808,1.474072,0.74309,0.609896,-0.212666,0.174977
470,KingsCollege1,train,seq1,KingsCollege/seq1/frame00001.png,-39.362805,-17.508553,1.766455,0.630396,0.589374,-0.34344,0.370524
471,KingsCollege1,train,seq1,KingsCollege/seq1/frame00002.png,-39.433699,-17.524726,1.749368,0.630623,0.588548,-0.343934,0.370992
472,KingsCollege1,train,seq1,KingsCollege/seq1/frame00003.png,-39.481624,-17.52674,1.749492,0.630539,0.587975,-0.344331,0.371676
473,KingsCollege1,train,seq1,KingsCollege/seq1/frame00004.png,-39.817104,-17.551148,1.650659,0.63154,0.583334,-0.346175,0.375554
474,KingsCollege1,train,seq1,KingsCollege/seq1/frame00005.png,-39.734042,-17.623933,1.697257,0.631078,0.58128,-0.346527,0.379175
475,KingsCollege1,train,seq1,KingsCollege/seq1/frame00006.png,-39.740973,-17.631805,1.676392,0.631435,0.579559,-0.348027,0.37984
476,KingsCollege1,train,seq1,KingsCollege/seq1/frame00007.png,-39.641556,-17.522267,1.784629,0.616248,0.567779,-0.36854,0.402548
477,KingsCollege1,train,seq1,KingsCollege/seq1/frame00008.png,-39.554494,-17.444646,1.584588,0.60727,0.563161,-0.377123,0.41455
478,KingsCollege1,train,seq1,KingsCollege/seq1/frame00009.png,-39.080512,-17.136399,1.563588,0.621481,0.573993,-0.359743,0.393545
479,KingsCollege1,train,seq1,KingsCollege/seq1/frame00010.png,-38.795366,-16.742265,1.517707,0.630048,0.581194,-0.342864,0.384313
480,KingsCollege1,train,seq1,KingsCollege/seq1/frame00011.png,-38.626041,-16.200792,1.587371,0.631028,0.596698,-0.352123,0.348948
481,KingsCollege1,train,seq1,KingsCollege/seq1/frame00012.png,-38.176219,-15.714907,1.805179,0.615052,0.558341,-0.368644,0.417214
482,KingsCollege1,train,seq1,KingsCollege/seq1/frame00013.png,-37.849465,-15.191964,1.687171,0.635758,0.527605,-0.364253,0.429841
483,KingsCollege1,train,seq1,KingsCollege/seq1/frame00014.png,-37.556991,-14.654008,1.437501,0.642787,0.508852,-0.377513,0.430557
484,KingsCollege1,train,seq1,KingsCollege/seq1/frame00015.png,-37.206043,-14.20018,1.389727,0.649261,0.534862,-0.352193,0.410297
485,KingsCollege1,train,seq1,KingsCollege/seq1/frame00016.png,-36.836624,-13.233789,2.193871,0.638151,0.539934,-0.36631,0.408721
486,KingsCollege1,train,seq1,KingsCollege/seq1/frame00017.png,-36.89484,-12.818952,1.163018,0.662574,0.520675,-0.374199,0.387127
487,KingsCollege1,train,seq1,KingsCollege/seq1/frame00018.png,-36.340928,-11.939111,1.508226,0.661067,0.530404,-0.363156,0.387014
488,KingsCollege1,train,seq1,KingsCollege/seq1/frame00019.png,-36.138903,-11.180787,1.536939,0.658964,0.533018,-0.347402,0.401209
489,KingsCollege1,train,seq1,KingsCollege/seq1/frame00020.png,-36.041354,-10.734856,1.402273,0.632187,0.543441,-0.381439,0.399395
490,KingsCollege1,train,seq1,KingsCollege/seq1/frame00021.png,-35.825799,-10.133917,1.445584,0.609135,0.554374,-0.384021,0.417315
491,KingsCollege1,train,seq1,KingsCollege/seq1/frame00022.png,-35.461089,-9.450395,1.572877,0.606541,0.545291,-0.391065,0.42642
492,KingsCollege1,train,seq1,KingsCollege/seq1/frame00023.png,-34.992919,-9.052949,1.547758,0.599825,0.536704,-0.395603,0.44233
493,KingsCollege1,train,seq1,KingsCollege/seq1/frame00024.png,-34.695004,-8.777437,1.589754,0.587746,0.533202,-0.420668,0.439646
494,KingsCollege1,train,seq1,KingsCollege/seq1/frame00025.png,-34.108458,-8.59388,1.536255,0.59529,0.534304,-0.396695,0.450312
495,KingsCollege1,train,seq1,KingsCollege/seq1/frame00026.png,-33.555664,-8.602377,1.521337,0.596466,0.551296,-0.392009,0.432007
496,KingsCollege1,train,seq1,KingsCollege/seq1/frame00027.png,-33.066375,-8.827418,1.516854,0.609363,0.560903,-0.378718,0.413083
497,KingsCollege1,train,seq1,KingsCollege/seq1/frame00028.png,-32.500815,-8.978687,1.500101,0.630299,0.57894,-0.337648,0.391847
498,KingsCollege1,train,seq1,KingsCollege/seq1/frame00029.png,-31.921657,-9.418191,1.680085,0.618063,0.569432,-0.37452,0.391765
499,KingsCollege1,train,seq1,KingsCollege/seq1/frame00030.png,-31.485979,-9.93822,1.821258,0.54674,0.538474,-0.466002,0.440412
500,KingsCollege1,train,seq1,KingsCollege/seq1/frame00031.png,-30.901399,-10.48163,1.552778,0.553568,0.54998,-0.462489,0.420937
